col1 int,col7 str,col2 int,col8 str,col3 int,col9 str,col10 str,col11 str,col12 str,col13 str,col4 int,col5 int,col6 int,col14 str
27.0,Private,72208.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,40.0,United-States
52.0,Local-gov,74784.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States
36.0,Private,383518.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,99999.0,0.0,40.0,United-States
25.0,Self-emp-not-inc,266668.0,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States
52.0,Private,347519.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States
24.0,Private,336088.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,50.0,United-States
36.0,Private,190350.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States
31.0,Private,204052.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States
66.0,noValueSetHere123156456,31362.0,Some-college,10.0,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0.0,0.0,20.0,United-States
90.0,Self-emp-not-inc,155981.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,10566.0,0.0,50.0,United-States
67.0,Private,195161.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051.0,0.0,60.0,United-States
22.0,Self-emp-inc,269583.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2580.0,0.0,40.0,United-States
47.0,Private,26994.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States
32.0,Private,116539.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,55.0,United-States
55.0,Self-emp-not-inc,189933.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States
32.0,Private,101283.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,35.0,United-States
48.0,Private,113598.0,Some-college,10.0,Separated,Adm-clerical,Other-relative,Black,Female,0.0,0.0,40.0,United-States
21.0,Private,188793.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,Other,Male,0.0,0.0,35.0,United-States
33.0,Private,109996.0,Assoc-acdm,12.0,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States
27.0,Private,195681.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,48.0,noValueSetHere123156456
47.0,Private,436770.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States
18.0,Private,84253.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,24.0,United-States
44.0,Self-emp-inc,383493.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States
23.0,Private,216867.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,37.0,Mexico
18.0,Private,401051.0,10th,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States
56.0,Private,83196.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States
24.0,Private,325596.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,35.0,United-States
43.0,Private,187322.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
23.0,Private,193949.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,60.0,United-States
26.0,Private,133373.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,42.0,United-States
42.0,Private,113324.0,HS-grad,9.0,Widowed,Sales,Unmarried,White,Male,0.0,0.0,40.0,United-States
23.0,Private,178818.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
53.0,Self-emp-not-inc,152810.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
51.0,Private,335997.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386.0,0.0,55.0,United-States
40.0,Private,436493.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States
27.0,Private,704108.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States
24.0,Local-gov,150084.0,Some-college,10.0,Separated,Protective-serv,Not-in-family,White,Male,0.0,0.0,60.0,United-States
42.0,Private,341204.0,HS-grad,9.0,Divorced,Craft-repair,Other-relative,White,Female,0.0,0.0,40.0,United-States
41.0,Private,187336.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States
23.0,Private,204209.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,10.0,United-States
42.0,Self-emp-not-inc,206066.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,65.0,United-States
38.0,Private,63509.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
63.0,Self-emp-not-inc,391121.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30.0,United-States
31.0,Private,56026.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
18.0,Self-emp-not-inc,60981.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,4.0,United-States
21.0,Private,228255.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States
24.0,Private,86745.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines
55.0,Private,234327.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
20.0,Private,59948.0,9th,5.0,Never-married,Adm-clerical,Unmarried,Black,Female,114.0,0.0,20.0,United-States
31.0,Private,137814.0,Some-college,10.0,Divorced,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States
23.0,Private,167692.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States
35.0,Private,245090.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico
51.0,Self-emp-not-inc,256963.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States
19.0,Private,160033.0,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,30.0,United-States
38.0,Local-gov,289430.0,HS-grad,9.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,56.0,United-States
52.0,Local-gov,305053.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2051.0,40.0,United-States
70.0,Self-emp-not-inc,172370.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25.0,United-States
53.0,Private,320510.0,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
59.0,Private,171355.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
39.0,Private,65027.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,43.0,United-States
18.0,Private,215190.0,12th,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States
41.0,noValueSetHere123156456,149385.0,HS-grad,9.0,Never-married,noValueSetHere123156456,Not-in-family,White,Female,0.0,0.0,30.0,United-States
19.0,noValueSetHere123156456,169324.0,Some-college,10.0,Never-married,noValueSetHere123156456,Own-child,White,Male,0.0,0.0,10.0,United-States
24.0,Private,138938.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
25.0,Private,557082.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States
32.0,Private,273287.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,Jamaica
34.0,Self-emp-not-inc,77209.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,60.0,United-States
35.0,Private,317153.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States
50.0,Private,95469.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,45.0,United-States
18.0,Private,302859.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,20.0,United-States
37.0,Private,333651.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,42.0,United-States
30.0,Private,177596.0,Some-college,10.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,36.0,United-States
40.0,Self-emp-inc,157240.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,30.0,Iran
22.0,Private,184779.0,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States
50.0,Local-gov,138358.0,Some-college,10.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,28.0,United-States
70.0,Private,176285.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,23.0,United-States
43.0,Private,102180.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
77.0,Self-emp-not-inc,209507.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
30.0,Self-emp-not-inc,229741.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
33.0,Private,324546.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,39.0,United-States
51.0,Private,337195.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,50.0,United-States
58.0,State-gov,194068.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,50.0,United-States
22.0,Private,250647.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,12.0,United-States
33.0,Private,477106.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States
27.0,Private,104329.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States
35.0,Private,224566.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States
32.0,Private,169841.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,55.0,United-States
41.0,Private,42563.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,25.0,United-States
37.0,Private,31368.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
17.0,Private,132755.0,11th,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,15.0,United-States
50.0,Private,279129.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States
31.0,noValueSetHere123156456,86143.0,HS-grad,9.0,Married-civ-spouse,noValueSetHere123156456,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines
54.0,State-gov,44172.0,HS-grad,9.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,38.0,United-States
23.0,State-gov,93076.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States
40.0,Private,146653.0,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,20.0,United-States
29.0,Private,221366.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013.0,0.0,40.0,Germany
38.0,Private,189404.0,HS-grad,9.0,Married-spouse-absent,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,noValueSetHere123156456
30.0,Private,172304.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States
20.0,Private,116666.0,Some-college,10.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,8.0,India
43.0,Self-emp-not-inc,64112.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States
25.0,Private,55718.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,25.0,United-States
39.0,Private,126675.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States
48.0,Private,102112.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States
41.0,Self-emp-not-inc,226505.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States
24.0,Private,211527.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,30.0,United-States
20.0,Private,175069.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,Yugoslavia
25.0,Private,25249.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
57.0,Private,73411.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
39.0,Private,207185.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,35.0,Puerto-Rico
66.0,Private,127139.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
34.0,Private,41809.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States
36.0,Private,297449.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,40.0,United-States
46.0,Private,141483.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States
42.0,Local-gov,117227.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,45.0,United-States
46.0,Private,377401.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1902.0,70.0,Canada
34.0,Local-gov,167063.0,HS-grad,9.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States
43.0,Private,253759.0,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,Black,Female,0.0,0.0,40.0,United-States
42.0,Private,183096.0,Some-college,10.0,Divorced,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States
31.0,Private,269654.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States
70.0,noValueSetHere123156456,293076.0,Some-college,10.0,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0.0,0.0,30.0,United-States
32.0,Private,34104.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
46.0,Federal-gov,80057.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Germany
42.0,Self-emp-inc,369781.0,7th-8th,4.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,25.0,United-States
21.0,Private,223811.0,Assoc-voc,11.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States
24.0,Private,163053.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States
23.0,Private,189461.0,HS-grad,9.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,55.0,United-States
50.0,Local-gov,145166.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States
37.0,Private,86310.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,United-States
19.0,noValueSetHere123156456,263224.0,11th,7.0,Never-married,noValueSetHere123156456,Unmarried,White,Female,0.0,0.0,30.0,United-States
44.0,Federal-gov,280362.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
29.0,Private,301031.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States
30.0,Private,74966.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,24.0,United-States
36.0,Private,254493.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States
49.0,Self-emp-not-inc,204241.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States
29.0,Private,225024.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
45.0,Local-gov,148222.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States
75.0,State-gov,113868.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,20.0,United-States
42.0,Private,132633.0,HS-grad,9.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,noValueSetHere123156456
37.0,Private,44780.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States
51.0,Private,86373.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,25.0,United-States
61.0,Local-gov,176753.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,48.0,United-States
33.0,Private,164707.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Unmarried,White,Female,2174.0,0.0,55.0,noValueSetHere123156456
50.0,Local-gov,370733.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States
59.0,Private,216851.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States
25.0,Private,137951.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,30.0,United-States
22.0,Private,185279.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,16.0,United-States
56.0,Private,159724.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States
44.0,Private,103233.0,Bachelors,13.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States
35.0,Private,63509.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States
57.0,Private,174353.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States
47.0,Self-emp-not-inc,168109.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024.0,0.0,50.0,United-States
27.0,Private,159724.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States
50.0,Self-emp-not-inc,105010.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2051.0,20.0,United-States
30.0,Private,179112.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,40.0,noValueSetHere123156456
46.0,Private,364913.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States
48.0,Self-emp-inc,155664.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States
61.0,Private,230568.0,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States
33.0,Private,86492.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,87.0,United-States
40.0,Private,71305.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States
58.0,Self-emp-inc,189933.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,United-States
46.0,Self-emp-inc,191978.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,50.0,United-States
35.0,Private,38948.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
51.0,Self-emp-inc,139127.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,50.0,United-States
37.0,Private,301568.0,12th,8.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States
64.0,Private,149044.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,2057.0,60.0,China
41.0,Private,197344.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,54.0,United-States
18.0,Private,32244.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,594.0,0.0,30.0,United-States
44.0,Self-emp-not-inc,315406.0,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,88.0,United-States
41.0,State-gov,47170.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0.0,0.0,48.0,United-States
33.0,State-gov,208785.0,Some-college,10.0,Separated,Prof-specialty,Not-in-family,White,Male,10520.0,0.0,40.0,United-States
37.0,Private,196338.0,9th,5.0,Separated,Priv-house-serv,Unmarried,White,Female,0.0,0.0,16.0,Mexico
34.0,Private,269243.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States
24.0,Federal-gov,215115.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40.0,noValueSetHere123156456
20.0,Private,117767.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States
38.0,Private,176101.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
28.0,Private,138283.0,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States
20.0,Self-emp-not-inc,132320.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,45.0,United-States
22.0,Federal-gov,471452.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,8.0,United-States
55.0,Private,147653.0,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,73.0,United-States
20.0,Private,49179.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States
26.0,Private,174921.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States
20.0,Self-emp-inc,95997.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,70.0,United-States
40.0,Private,247245.0,9th,5.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States
33.0,Private,67072.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States
54.0,noValueSetHere123156456,95329.0,Some-college,10.0,Divorced,noValueSetHere123156456,Own-child,White,Male,0.0,0.0,50.0,United-States
24.0,Private,107882.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States
25.0,Private,241825.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,46.0,United-States
18.0,Private,79443.0,11th,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,8.0,United-States
49.0,Self-emp-not-inc,233059.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States
17.0,Private,226980.0,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,17.0,United-States
34.0,Self-emp-not-inc,181087.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States
37.0,Private,305597.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States
49.0,Federal-gov,311671.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
74.0,Private,129879.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,15831.0,0.0,40.0,United-States
37.0,Private,83375.0,HS-grad,9.0,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States
20.0,Private,115824.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,1573.0,40.0,United-States
40.0,Private,141657.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,35.0,United-States
34.0,Private,50276.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,27828.0,0.0,40.0,United-States
30.0,Private,177216.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,1740.0,40.0,Haiti
44.0,Private,228057.0,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,Puerto-Rico
40.0,Private,222848.0,10th,6.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,32.0,United-States
58.0,Private,121111.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,Greece
44.0,Private,298885.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
42.0,Private,149909.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,25.0,United-States
39.0,Private,387430.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,18.0,United-States
19.0,Private,121972.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States
41.0,Private,280167.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,70.0,United-States
29.0,State-gov,191355.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States
34.0,Federal-gov,112115.0,Some-college,10.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States
38.0,noValueSetHere123156456,104094.0,Some-college,10.0,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0.0,0.0,15.0,United-States
27.0,Private,211032.0,Preschool,1.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,41310.0,0.0,24.0,Mexico
54.0,Private,199307.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,48.0,United-States
40.0,Private,205175.0,HS-grad,9.0,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,37.0,United-States
19.0,Private,257750.0,Some-college,10.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,25.0,United-States
17.0,Private,191260.0,11th,7.0,Never-married,Other-service,Own-child,White,Male,594.0,0.0,10.0,United-States
33.0,Private,342730.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,52.0,United-States
