ProviderNumber String,HospitalName String,City String,State String,ZIPCode str,CountyName String,PhoneNumber String,HospitalType String,HospitalOwner String,EmergencyService String,Condition String,MeasureCode String,MeasureName String,Sample String,StateAvg String
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,AR,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,17 patients,AR_PN-4
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,AR,72110.0,CONWAY,,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,,AR_PN-5C
41324,,MORRILTON,,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),15 patients,AR_PN-6
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,AR,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,28 patients,AR_PN-7
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,AR,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,AR_SCIP-INF-1
,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,AR,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,2 patients,AR_SCIP-INF-2
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,,72110.0,CONWAY,5019772300.0,,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),2 patients,AR_SCIP-INF-3
,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,AR,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,AR_SCIP-INF-4
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),6 patients,AR_SCIP-INF-6
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,,72110.0,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,,3 patients,AR_SCIP-VTE-1
41324,ST ANTHONY'S HEALTHCARE CENTER,MORRILTON,AR,,CONWAY,5019772300.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,3 patients,AR_SCIP-VTE-2
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,,3 patients,AR_AMI-1
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,1 patients,AR_AMI-2
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,AR_AMI-3
41326,DELTA MEMORIAL HOSPITAL,,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,
41326,DELTA MEMORIAL HOSPITAL,,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,1 patients,AR_AMI-5
41326,,DUMAS,,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AR_AMI-7A
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,,Voluntary non-profit - Private,,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AR_AMI-8A
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,15 patients,AR_HF-1
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,29 patients,AR_HF-2
41326,DELTA MEMORIAL HOSPITAL,,AR,71639.0,,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3 patients,
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,,4 patients,AR_HF-4
,,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,30 patients,AR_PN-2
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,23 patients,AR_PN-3B
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,,Voluntary non-profit - Private,,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,AR_PN-4
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,37 patients,AR_PN-5C
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,,,,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),29 patients,AR_PN-6
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,17 patients,AR_PN-7
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,,Voluntary non-profit - Private,,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,2 patients,AR_SCIP-INF-1
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,AR_SCIP-INF-2
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),2 patients,AR_SCIP-INF-3
41326,DELTA MEMORIAL HOSPITAL,DUMAS,,71639.0,,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),2 patients,AR_SCIP-INF-6
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,AR_SCIP-VTE-1
41326,DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639.0,DESHA,8703824303.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,1 patients,AR_SCIP-VTE-2
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,1 patients,AR_AMI-1
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,0 patients,AR_AMI-2
41327,BRADLEY COUNTY MEDICAL CENTER,,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,AR_AMI-3
41327,BRADLEY COUNTY MEDICAL CENTER,,,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,AR_AMI-4
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,AR_AMI-5
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,,0 patients,AR_AMI-7A
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AR_AMI-8A
41327,,WARREN,AR,71671.0,,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,28 patients,AR_HF-1
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,,,BRADLEY,,Critical Access Hospitals,,,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,43 patients,AR_HF-2
41327,,WARREN,,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),5 patients,AR_HF-3
,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,6 patients,AR_HF-4
,,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,,Pneumonia,PN-2,,87 patients,AR_PN-2
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,27 patients,AR_PN-3B
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,22 patients,AR_PN-4
41327,,WARREN,AR,,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,78 patients,AR_PN-5C
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),73 patients,AR_PN-6
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,44 patients,AR_PN-7
41328,,,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,2 patients,AR_AMI-1
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2 patients,AR_AMI-2
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,AR_AMI-3
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,AR_AMI-4
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,,Critical Access Hospitals,Government - Local,Yes,,,Heart Attack Patients Given Beta Blocker at Discharge,2 patients,AR_AMI-5
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,,Critical Access Hospitals,,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AR_AMI-8A
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,,Yes,Heart Failure,HF-1,,66 patients,AR_HF-1
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,117 patients,AR_HF-2
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,,Government - Local,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),23 patients,AR_HF-3
41328,,LAKE VILLAGE,AR,71653.0,CHICOT,,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-4,,22 patients,AR_HF-4
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,42 patients,AR_PN-2
,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,,AR_PN-3B
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,16 patients,AR_PN-4
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,41 patients,AR_PN-5C
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),39 patients,AR_PN-6
41328,CHICOT MEMORIAL HOSPITAL,,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,32 patients,AR_PN-7
41328,,LAKE VILLAGE,AR,71653.0,CHICOT,,Critical Access Hospitals,,Yes,Surgical Infection Prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,1 patients,AR_SCIP-CARD-2
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,21 patients,AR_SCIP-INF-1
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,21 patients,AR_SCIP-INF-2
,CHICOT MEMORIAL HOSPITAL,,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),21 patients,AR_SCIP-INF-3
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,
41328,CHICOT MEMORIAL HOSPITAL,,AR,71653.0,,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),26 patients,
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,71653.0,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,17 patients,AR_SCIP-VTE-1
41328,CHICOT MEMORIAL HOSPITAL,LAKE VILLAGE,AR,,CHICOT,8702655351.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,17 patients,AR_SCIP-VTE-2
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,3 patients,AR_AMI-1
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,,,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,3 patients,AR_AMI-2
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,,Voluntary non-profit - Church,,Heart Attack,AMI-3,,1 patients,AR_AMI-3
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,AR_AMI-4
41329,,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,3 patients,AR_AMI-5
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AR_AMI-7A
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,,AMI-8A,,0 patients,AR_AMI-8A
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,,No,Heart Failure,HF-1,,30 patients,AR_HF-1
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,34 patients,AR_HF-2
41329,,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Heart Failure,,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),7 patients,AR_HF-3
,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Heart Failure,,Heart Failure Patients Given Smoking Cessation Advice/Counseling,5 patients,
41329,ST JOHN'S HOSPITAL-BERRYVILLE,,,,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,77 patients,
,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,77 patients,AR_PN-3B
41329,ST JOHN'S HOSPITAL-BERRYVILLE,,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,39 patients,AR_PN-4
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,,Critical Access Hospitals,Voluntary non-profit - Church,No,Pneumonia,PN-5C,,99 patients,AR_PN-5C
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,,Pneumonia,,,83 patients,AR_PN-6
,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,,,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,51 patients,AR_PN-7
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,,Voluntary non-profit - Church,No,Surgical Infection Prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,36 patients,AR_SCIP-INF-1
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,35 patients,AR_SCIP-INF-2
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),34 patients,AR_SCIP-INF-3
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AR_SCIP-INF-4
41329,,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,SCIP-INF-6,,58 patients,AR_SCIP-INF-6
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,37 patients,AR_SCIP-VTE-1
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616.0,CARROLL,8704233355.0,Critical Access Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,37 patients,AR_SCIP-VTE-2
41330,,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,AR_AMI-1
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,1 patients,AR_AMI-2
41330,PIGGOTT COMMUNITY HOSPITAL,,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),1 patients,AR_AMI-3
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,,,8705983881.0,,Government - Local,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,AR_AMI-5
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AR_AMI-7A
